user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
EH_bin.21.fa	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__FLUQ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__FLUQ01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	71.0	11	0.95089	N/A
EH_bin.22.fa	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Saezia;s__	N/A	N/A	N/A	N/A	N/A	GCF_003991585.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Saezia;s__Saezia sanguinis	78.31	0.07	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Saezia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	97.62	11	0.93954	N/A
EH_bin.23.fa	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__UBA1174;s__	N/A	N/A	N/A	N/A	N/A	GCA_023393825.1	95.0	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__UBA1174;s__UBA1174 sp023393825	76.94	0.255	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__UBA1174;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_016281355.1, s__UBA1174 sp016281355, 95.0, 76.98, 0.08; GCA_934643455.1, s__UBA1174 sp900556855, 95.0, 76.89, 0.177; GCA_944324675.1, s__UBA1174 sp944324675, 95.0, 76.57, 0.144; GCA_017534965.1, s__UBA1174 sp017534965, 95.0, 76.57, 0.108; GCA_002311025.1, s__UBA1174 sp002311025, 95.0, 76.56, 0.084; GCA_023398295.1, s__UBA1174 sp023398295, 95.0, 76.53, 0.144; GCA_944324665.1, s__UBA1174 sp944324665, 95.0, 76.53, 0.151; GCA_902791965.1, s__UBA1174 sp902791965, 95.0, 76.46, 0.153; GCA_017618215.1, s__UBA1174 sp017618215, 95.0, 76.31, 0.066; GCA_017417005.1, s__UBA1174 sp017417005, 95.0, 76.09, 0.136; GCA_902787065.1, s__UBA1174 sp902787065, 95.0, 75.52, 0.084	91.12	11	0.92373	N/A
EH_bin.24.fa	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__UBA1174;s__	N/A	N/A	N/A	N/A	N/A	GCA_023393825.1	95.0	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__UBA1174;s__UBA1174 sp023393825	77.3	0.27	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__UBA1174;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_934643455.1, s__UBA1174 sp900556855, 95.0, 77.4, 0.201; GCA_944324665.1, s__UBA1174 sp944324665, 95.0, 77.29, 0.121; GCA_017534965.1, s__UBA1174 sp017534965, 95.0, 76.99, 0.101; GCA_944324675.1, s__UBA1174 sp944324675, 95.0, 76.88, 0.137; GCA_002311025.1, s__UBA1174 sp002311025, 95.0, 76.58, 0.112; GCA_017417005.1, s__UBA1174 sp017417005, 95.0, 76.49, 0.153; GCA_902791965.1, s__UBA1174 sp902791965, 95.0, 76.48, 0.178; GCA_017618215.1, s__UBA1174 sp017618215, 95.0, 76.38, 0.087; GCA_016281355.1, s__UBA1174 sp016281355, 95.0, 76.37, 0.09; GCA_023398295.1, s__UBA1174 sp023398295, 95.0, 76.05, 0.156; GCA_902787065.1, s__UBA1174 sp902787065, 95.0, 75.53, 0.097	91.34	11	0.92402	N/A
EH_bin.26.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA1794;s__	N/A	N/A	N/A	N/A	N/A	GCA_944320955.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA1794;s__UBA1794 sp944320955	76.55	0.055	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA1794;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_002315435.1, s__UBA1794 sp002315435, 95.0, 77.11, 0.029; GCA_018054715.1, s__UBA1794 sp018054715, 95.0, 76.83, 0.094	98.03	11	0.92529	N/A
EH_bin.27.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CHH4-2;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CHH4-2;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	84.17	11	0.91551	N/A
EH_bin.3.fa	d__Bacteria;p__Desulfobacterota;c__Desulfarculia;o__Adiutricales;f__Adiutricaceae;g__Adiutrix;s__	N/A	N/A	N/A	N/A	N/A	GCA_023525915.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfarculia;o__Adiutricales;f__Adiutricaceae;g__Adiutrix;s__Adiutrix sp023525915	77.65	0.233	d__Bacteria;p__Desulfobacterota;c__Desulfarculia;o__Adiutricales;f__Adiutricaceae;g__Adiutrix;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_001577715.1, s__Adiutrix intracellularis, 95.0, 76.32, 0.05	89.79	11	0.89038	N/A
EH_bin.30.fa	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__WRHT01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__WRHT01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	68.94	11	0.89479	N/A
EH_bin.31.fa	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sebaldella;s__Sebaldella termitidis	GCF_000024405.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sebaldella;s__Sebaldella termitidis	97.65	0.923	GCF_000024405.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sebaldella;s__Sebaldella termitidis	97.65	0.923	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sebaldella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_024158605.1, s__Sebaldella sp024158605, 95.0, 85.58, 0.738; GCA_018058425.1, s__Sebaldella sp018058425, 95.0, 77.83, 0.348	96.68	11	N/A	N/A
EH_bin.32.fa	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__UBA710;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Metamycoplasmataceae;g__UBA710;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_014803855.1, s__UBA710 sp014803855, 95.0, 79.46, 0.511; GCA_017511585.1, s__UBA710 sp017511585, 95.0, 78.93, 0.493; GCA_002298905.1, s__UBA710 sp002298905, 95.0, 78.92, 0.551	74.6	4	0.95997	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
EH_bin.33.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Scatolibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Scatolibacter;s__	ANI	classification based on placement in class-level tree	GCF_900197595.1, s__Scatolibacter rhodanostii, 95.0, 77.11, 0.016; GCA_900549675.1, s__Scatolibacter sp900549675, 95.0, 75.98, 0.012; GCA_002293315.1, s__Scatolibacter sp002293315, 95.0, 75.65, 0.02	60.18	11	0.93168	N/A
EH_bin.34.fa	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	67.25	11	0.78392	N/A
EH_bin.36.fa	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__Elusimicrobium;s__	N/A	N/A	N/A	N/A	N/A	GCF_000020145.1	95.0	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__Elusimicrobium;s__Elusimicrobium minutum	77.21	0.229	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__Elusimicrobium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_009778915.1, s__Elusimicrobium sp009778915, 95.0, 75.9, 0.095	82.7	11	0.9272	N/A
EH_bin.37.fa	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	GCF_000384135.1	95.0	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Succinispiraceae;g__Succinispira;s__Succinispira mobilis	77.3	0.017	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	76.94	11	0.64311	N/A
EH_bin.38.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	84.67	11	0.89445	N/A
EH_bin.4.fa	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacillus;s__Enterobacillus tribolii	GCF_003363015.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacillus;s__Enterobacillus tribolii	99.18	0.939	GCF_003363015.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacillus;s__Enterobacillus tribolii	99.18	0.939	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	75.25	11	N/A	N/A
EH_bin.41.fa	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Frigididesulfovibrio;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Frigididesulfovibrio;s__	ANI	classification based on placement in class-level tree	GCA_002293605.1, s__Frigididesulfovibrio sp002293605, 95.0, 77.78, 0.303; GCA_009783025.1, s__Frigididesulfovibrio sp009783025, 95.0, 77.65, 0.26; GCF_000430005.1, s__Frigididesulfovibrio cuneatus, 95.0, 75.99, 0.072	89.43	11	0.93092	N/A
EH_bin.42.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Dysgonomonas;s__	N/A	N/A	N/A	N/A	N/A	GCA_945273835.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Dysgonomonas;s__Dysgonomonas sp945273835	76.98	0.13	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Dysgonomonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_003523545.1, s__Dysgonomonas sp003523545, 95.0, 77.77, 0.078; GCF_010501055.1, s__Dysgonomonas sp010501055, 95.0, 77.64, 0.114; GCF_010501075.1, s__Dysgonomonas sp010501075, 95.0, 77.5, 0.108; GCF_014196915.1, s__Dysgonomonas hofstadii, 95.0, 77.32, 0.119; GCF_000711235.1, s__Dysgonomonas sp000711235, 95.0, 77.3, 0.121; GCF_010501095.1, s__Dysgonomonas sp010501095, 95.0, 77.12, 0.071; GCA_023437305.1, s__Dysgonomonas sp023437305, 95.0, 76.99, 0.094; GCF_010501105.1, s__Dysgonomonas sp010501105, 95.0, 76.96, 0.104; GCF_000213575.1, s__Dysgonomonas mossii, 95.0, 76.96, 0.091; GCA_002482385.1, s__Dysgonomonas sp002482385, 95.0, 76.96, 0.112; GCA_945292135.1, s__Dysgonomonas sp945292135, 95.0, 76.9, 0.072; GCF_001261735.1, s__Dysgonomonas sp001261735, 95.0, 76.86, 0.081; GCF_900240225.1, s__Dysgonomonas massiliensis, 95.0, 76.82, 0.061; GCF_016652235.1, s__Dysgonomonas sp016652235, 95.0, 76.76, 0.093; GCF_900128985.1, s__Dysgonomonas macrotermitis, 95.0, 76.76, 0.061; GCA_900079725.1, s__Dysgonomonas sp900079725, 95.0, 76.75, 0.119; GCA_002409595.1, s__Dysgonomonas sp002409595, 95.0, 76.75, 0.098; GCF_011039205.1, s__Dysgonomonas sp011039205, 95.0, 76.75, 0.084; GCF_000213555.1, s__Dysgonomonas gadei, 95.0, 76.74, 0.118; GCF_000426485.1, s__Dysgonomonas capnocytophagoides, 95.0, 76.73, 0.067; GCF_010501065.1, s__Dysgonomonas sp010501065, 95.0, 76.7, 0.073; GCA_900556485.1, s__Dysgonomonas sp900556485, 95.0, 76.69, 0.108; GCF_900343125.1, s__Dysgonomonas sp900343125, 95.0, 76.66, 0.086; GCF_004569505.1, s__Dysgonomonas sp900079735, 95.0, 76.64, 0.094; GCA_934668725.1, s__Dysgonomonas sp934668725, 95.0, 76.44, 0.054; GCF_001261715.1, s__Dysgonomonas sp001261715, 95.0, 76.35, 0.053; GCF_003201355.1, s__Dysgonomonas alginatilytica, 95.0, 76.32, 0.056; GCF_011299555.1, s__Dysgonomonas sp011299555, 95.0, 76.17, 0.057	97.1	11	0.95625	N/A
EH_bin.43.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	90.21	11	0.95178	N/A
EH_bin.44.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Dysgonomonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Dysgonomonas;s__	ANI	classification based on placement in class-level tree	GCF_004569505.1, s__Dysgonomonas sp900079735, 95.0, 77.91, 0.153; GCF_010501055.1, s__Dysgonomonas sp010501055, 95.0, 77.79, 0.203; GCA_023437305.1, s__Dysgonomonas sp023437305, 95.0, 77.76, 0.157; GCA_900079725.1, s__Dysgonomonas sp900079725, 95.0, 77.6, 0.186; GCF_014196915.1, s__Dysgonomonas hofstadii, 95.0, 77.59, 0.179; GCF_000711235.1, s__Dysgonomonas sp000711235, 95.0, 77.59, 0.181; GCF_000213555.1, s__Dysgonomonas gadei, 95.0, 77.55, 0.182; GCA_002482385.1, s__Dysgonomonas sp002482385, 95.0, 77.54, 0.182; GCF_000213575.1, s__Dysgonomonas mossii, 95.0, 77.53, 0.167; GCF_016652235.1, s__Dysgonomonas sp016652235, 95.0, 77.45, 0.135; GCA_002409595.1, s__Dysgonomonas sp002409595, 95.0, 77.27, 0.159; GCF_001261735.1, s__Dysgonomonas sp001261735, 95.0, 77.25, 0.141; GCF_010501105.1, s__Dysgonomonas sp010501105, 95.0, 77.22, 0.149; GCF_900343125.1, s__Dysgonomonas sp900343125, 95.0, 77.15, 0.132; GCF_010501075.1, s__Dysgonomonas sp010501075, 95.0, 77.1, 0.071; GCA_900556485.1, s__Dysgonomonas sp900556485, 95.0, 77.09, 0.145; GCA_945273835.1, s__Dysgonomonas sp945273835, 95.0, 77.06, 0.085; GCF_011039205.1, s__Dysgonomonas sp011039205, 95.0, 77.05, 0.107; GCF_900128985.1, s__Dysgonomonas macrotermitis, 95.0, 76.84, 0.069; GCF_003201355.1, s__Dysgonomonas alginatilytica, 95.0, 76.81, 0.064; GCF_010501095.1, s__Dysgonomonas sp010501095, 95.0, 76.81, 0.073; GCF_010501065.1, s__Dysgonomonas sp010501065, 95.0, 76.75, 0.075; GCF_011299555.1, s__Dysgonomonas sp011299555, 95.0, 76.62, 0.058; GCF_900240225.1, s__Dysgonomonas massiliensis, 95.0, 76.54, 0.064; GCF_000426485.1, s__Dysgonomonas capnocytophagoides, 95.0, 76.53, 0.062; GCA_945292135.1, s__Dysgonomonas sp945292135, 95.0, 76.5, 0.067; GCF_001261715.1, s__Dysgonomonas sp001261715, 95.0, 76.47, 0.061; GCA_003523545.1, s__Dysgonomonas sp003523545, 95.0, 76.36, 0.06; GCA_934668725.1, s__Dysgonomonas sp934668725, 95.0, 76.18, 0.067	88.42	11	0.9677	N/A
EH_bin.47.fa	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__	ANI	classification based on placement in class-level tree	GCF_003670275.1, s__Helicobacter_C labetoulli, 95.0, 77.27, 0.262; GCF_000762845.2, s__Helicobacter_C japonicus, 95.0, 77.27, 0.268; GCF_000765825.2, s__Helicobacter_C magdeburgensis, 95.0, 77.25, 0.262; GCF_000007905.1, s__Helicobacter_C hepaticus, 95.0, 77.23, 0.264; GCA_022511165.1, s__Helicobacter_C sp022511165, 95.0, 77.14, 0.259; GCF_003364255.1, s__Helicobacter_C marmotae, 95.0, 77.06, 0.226; GCF_000155475.1, s__Helicobacter_C cinaedi, 95.0, 76.92, 0.245; GCF_000765665.2, s__Helicobacter_C sp000765665, 95.0, 76.88, 0.216; GCA_910577135.1, s__Helicobacter_C sp910577135, 95.0, 76.88, 0.22; GCF_001460635.1, s__Helicobacter_C typhlonius, 95.0, 76.79, 0.241; GCF_000763135.2, s__Helicobacter_C jaachi, 95.0, 76.66, 0.243	87.05	11	0.90066	N/A
EH_bin.48.fa	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__CALYQQ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_945288535.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__CALYQQ01;s__CALYQQ01 sp945288535	75.92	0.036	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__CALYQQ01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	61.05	11	0.9567	N/A
EH_bin.49.fa	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Zymobacter;s__Zymobacter palmae	GCF_003610015.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Zymobacter;s__Zymobacter palmae	98.0	0.946	GCF_003610015.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Zymobacter;s__Zymobacter palmae	98.0	0.946	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	78.99	11	N/A	N/A
EH_bin.5.fa	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmataceae;g__Spiroplasma;s__Spiroplasma phoeniceum	GCF_003339775.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmataceae;g__Spiroplasma;s__Spiroplasma phoeniceum	96.38	0.761	GCF_003339775.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmataceae;g__Spiroplasma;s__Spiroplasma phoeniceum	96.38	0.761	d__Bacteria;p__Bacillota;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmataceae;g__Spiroplasma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_005222125.1, s__Spiroplasma melliferum, 96.5649, 93.32, 0.814; GCF_001886855.1, s__Spiroplasma citri, 96.5649, 92.25, 0.715; GCF_001886495.1, s__Spiroplasma sp001886495, 95.0, 83.54, 0.732; GCF_009866525.1, s__Spiroplasma poulsonii, 95.0, 83.2, 0.675; GCF_000400935.1, s__Spiroplasma chrysopicola, 95.0, 78.77, 0.422; GCF_000400955.1, s__Spiroplasma syrphidicola, 95.0, 78.61, 0.485; GCF_001029265.1, s__Spiroplasma eriocheiris, 95.0, 78.42, 0.319; GCF_000565195.1, s__Spiroplasma mirum, 95.0, 77.89, 0.363	85.98	4	N/A	N/A
EH_bin.50.fa	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Frigididesulfovibrio;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Frigididesulfovibrio;s__	ANI	classification based on placement in class-level tree	GCA_002293605.1, s__Frigididesulfovibrio sp002293605, 95.0, 77.58, 0.25; GCA_009783025.1, s__Frigididesulfovibrio sp009783025, 95.0, 77.48, 0.212; GCF_000430005.1, s__Frigididesulfovibrio cuneatus, 95.0, 76.57, 0.06	88.5	11	0.92742	N/A
EH_bin.53.fa	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Frigididesulfovibrio;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Frigididesulfovibrio;s__	ANI	classification based on placement in class-level tree	GCA_002293605.1, s__Frigididesulfovibrio sp002293605, 95.0, 77.91, 0.248; GCA_009783025.1, s__Frigididesulfovibrio sp009783025, 95.0, 77.85, 0.221; GCF_000430005.1, s__Frigididesulfovibrio cuneatus, 95.0, 76.63, 0.049	91.26	11	0.93281	N/A
EH_bin.55.fa	d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Mucispirillaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Mucispirillaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	85.14	11	0.74063	N/A
EH_bin.56.fa	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Jejubacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_005671395.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Jejubacter;s__Jejubacter calystegiae	87.24	0.914	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Jejubacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	65.28	11	0.99366	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
EH_bin.59.fa	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__	N/A	N/A	N/A	N/A	N/A	GCA_000415185.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B faecalis_A	87.87	0.842	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_011038845.1, s__Enterococcus_B sp011038845, 95.0, 79.32, 0.359; GCF_013394305.1, s__Enterococcus_B pernyi, 96.3614, 79.32, 0.327; GCF_017315945.1, s__Enterococcus_B sp017315945, 95.0, 79.17, 0.297; GCA_015680865.1, s__Enterococcus_B lacertideformus, 95.0, 79.16, 0.278; GCF_001886265.1, s__Enterococcus_B thailandicus, 95.0, 79.14, 0.307; GCF_015751045.1, s__Enterococcus_B lactis, 95.0, 79.11, 0.368; GCF_001544215.1, s__Enterococcus_B durans, 95.0, 79.07, 0.304; GCF_001544255.1, s__Enterococcus_B faecium, 95.0, 79.03, 0.379; GCF_000271405.2, s__Enterococcus_B hirae, 95.0, 78.98, 0.311; GCF_003957375.1, s__Enterococcus_B mundtii_C, 96.247, 78.98, 0.298; GCF_002140175.1, s__Enterococcus_B sp002140175, 95.0, 78.89, 0.278; GCF_002813755.1, s__Enterococcus_B mundtii, 96.3614, 78.84, 0.315; GCF_017316125.1, s__Enterococcus_B sp017316125, 95.0, 78.8, 0.313; GCF_007990225.1, s__Enterococcus_B villorum, 95.0, 78.79, 0.292; GCF_017316305.1, s__Enterococcus_B sp017316305, 95.0, 78.67, 0.326; GCF_002947535.1, s__Enterococcus_B mundtii_B, 95.0, 78.67, 0.315; GCF_009933175.1, s__Enterococcus_B sp009933175, 95.0, 78.41, 0.15; GCF_001886195.1, s__Enterococcus_B ratti, 95.0, 78.04, 0.252; GCF_000407505.1, s__Enterococcus_B phoeniculicola, 95.0, 78.03, 0.165	94.36	11	0.98411	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
